geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
78161,147,163,16,71,96,25,0.139,0.372
78162,153,170,17,74,100,26,0.089,0.256
78163,126,144,18,47,73,26,0.078,0.172
78164,153,169,16,76,101,25,0.250,0.728
78201,142,159,17,66,91,25,0.067,0.156
78202,143,160,17,67,92,25,0.067,0.156
78203,143,160,17,67,92,25,0.067,0.156
78204,145,161,16,68,94,26,0.067,0.156
78205,144,160,16,67,93,26,0.067,0.156
78207,144,161,17,68,94,26,0.067,0.156
78208,143,160,17,67,92,25,0.067,0.156
78209,141,158,17,64,90,26,0.067,0.156
78210,144,161,17,68,93,25,0.067,0.156
78211,146,162,16,70,95,25,0.067,0.156
78212,142,159,17,66,91,25,0.067,0.156
78213,139,156,17,62,88,26,0.067,0.156
78214,146,163,17,70,95,25,0.067,0.156
78215,143,160,17,67,92,25,0.067,0.156
78216,139,156,17,61,87,26,0.067,0.156
78217,138,155,17,61,87,26,0.067,0.156
78218,140,157,17,63,89,26,0.067,0.156
78219,142,159,17,66,91,25,0.067,0.156
78220,143,160,17,67,92,25,0.067,0.156
78221,147,163,16,71,96,25,0.067,0.156
78222,146,162,16,69,95,26,0.067,0.156
78223,146,163,17,70,95,25,0.067,0.156
78224,147,164,17,71,96,25,0.067,0.156
78225,145,162,17,68,94,26,0.067,0.156
78226,145,162,17,69,94,25,0.067,0.156
78227,145,161,16,68,94,26,0.067,0.156
78228,143,159,16,66,92,26,0.067,0.156
78229,137,154,17,58,85,27,0.067,0.156
78230,136,153,17,57,83,26,0.067,0.156
78231,135,152,17,56,83,27,0.067,0.156
78232,138,155,17,60,87,27,0.067,0.156
78233,137,154,17,59,85,26,0.067,0.156
78234,142,159,17,66,91,25,0.067,0.156
78235,148,164,16,72,97,25,0.067,0.156
78236,145,162,17,68,94,26,0.067,0.156
78237,145,161,16,68,94,26,0.067,0.156
78238,140,157,17,62,88,26,0.067,0.156
78239,139,156,17,61,87,26,0.067,0.156
78240,137,154,17,57,84,27,0.067,0.156
78242,147,164,17,71,96,25,0.067,0.156
78244,142,158,16,65,90,25,0.067,0.156
78245,144,161,17,67,93,26,0.067,0.156
78247,136,153,17,57,84,27,0.067,0.156
78248,135,152,17,56,83,27,0.067,0.156
78249,135,152,17,55,82,27,0.067,0.156
78250,140,157,17,62,89,27,0.067,0.156
78251,142,159,17,65,91,26,0.067,0.156
78252,148,164,16,72,97,25,0.067,0.156
78253,140,157,17,61,88,27,0.067,0.156
78254,137,154,17,58,85,27,0.067,0.156
78255,125,143,18,43,71,28,0.067,0.156
78256,128,146,18,47,74,27,0.067,0.156
78257,129,146,17,47,75,28,0.067,0.156
78258,131,149,18,51,79,28,0.067,0.156
78259,133,150,17,54,81,27,0.067,0.156
78260,127,144,17,46,73,27,0.067,0.156
78261,130,147,17,51,77,26,0.067,0.156
78263,146,163,17,70,95,25,0.067,0.156
78264,149,166,17,73,98,25,0.067,0.156
78266,135,152,17,57,84,27,0.078,0.172
78330,167,183,16,91,116,25,0.133,0.356
78332,168,184,16,94,117,23,0.189,0.517
78335,143,158,15,68,97,29,0.133,0.272
78336,144,160,16,64,96,32,0.133,0.272
78338,179,195,16,99,125,26,0.267,0.478
78339,162,179,17,87,112,25,0.133,0.356
78340,149,166,17,73,102,29,0.117,0.422
78341,169,185,16,92,115,23,0.122,0.333
78342,168,184,16,94,118,24,0.189,0.517
78343,166,182,16,87,114,27,0.133,0.356
78344,166,182,16,88,111,23,0.211,0.328
78349,173,189,16,98,122,24,0.122,0.333
78351,162,179,17,85,111,26,0.133,0.356
78352,157,173,16,82,108,26,0.133,0.272
78353,179,195,16,101,125,24,0.294,0.544
78355,177,192,15,105,128,23,0.294,0.544
78357,166,182,16,89,112,23,0.122,0.333
78358,149,164,15,80,106,26,0.094,0.289
78359,147,164,17,64,97,33,0.133,0.272
78361,172,187,15,95,119,24,0.106,0.300
78362,144,160,16,63,95,32,0.133,0.272
78363,168,185,17,91,117,26,0.217,0.517
78368,159,175,16,79,106,27,0.133,0.272
78369,163,178,15,85,107,22,0.211,0.328
78370,158,174,16,83,109,26,0.133,0.272
78371,164,179,15,86,108,22,0.211,0.328
78372,160,176,16,82,108,26,0.189,0.517
78373,141,156,15,60,92,32,0.133,0.356
78374,144,162,18,59,92,33,0.133,0.272
78375,174,189,15,100,124,24,0.189,0.517
78376,172,188,16,95,119,24,0.122,0.333
78377,154,171,17,76,104,28,0.117,0.422
78379,167,183,16,89,115,26,0.217,0.517
78380,160,177,17,86,112,26,0.133,0.356
78382,148,163,15,79,105,26,0.094,0.289
78383,159,175,16,81,107,26,0.167,0.539
78384,166,183,17,90,114,24,0.122,0.333
78385,172,188,16,96,121,25,0.267,0.478
78387,155,172,17,78,105,27,0.133,0.272
78389,160,176,16,82,109,27,0.089,0.256
78390,152,169,17,72,102,30,0.133,0.272
78391,160,176,16,81,108,27,0.089,0.256
78393,153,170,17,75,103,28,0.117,0.422
78401,147,165,18,64,95,31,0.133,0.356
78402,144,162,18,57,91,34,0.133,0.356
78404,148,165,17,66,97,31,0.133,0.356
78405,148,166,18,66,97,31,0.133,0.356
78406,156,173,17,77,106,29,0.133,0.356
78407,149,167,18,67,97,30,0.133,0.356
78408,150,167,17,67,98,31,0.133,0.356
78409,156,173,17,77,106,29,0.133,0.356
78410,159,175,16,83,110,27,0.133,0.356
78411,148,166,18,66,97,31,0.133,0.356
78412,149,166,17,68,99,31,0.133,0.356
78413,152,169,17,72,102,30,0.133,0.356
78414,151,167,16,72,102,30,0.133,0.356
78415,150,168,18,70,100,30,0.133,0.356
78416,149,167,18,68,99,31,0.133,0.356
78417,153,170,17,73,102,29,0.133,0.356
78418,149,164,15,77,104,27,0.133,0.356
78501,180,196,16,99,123,24,0.178,0.422
78503,181,197,16,100,125,25,0.178,0.422
78504,180,196,16,99,124,25,0.178,0.422
78516,181,197,16,101,125,24,0.178,0.422
78520,180,196,16,101,126,25,0.156,0.406
78521,175,192,17,95,121,26,0.156,0.406
78526,176,192,16,97,122,25,0.156,0.406
78535,175,192,17,97,122,25,0.156,0.406
78536,181,197,16,102,126,24,0.133,0.400
78537,182,197,15,101,126,25,0.178,0.422
78538,181,196,15,100,125,25,0.178,0.422
78539,181,197,16,101,125,24,0.178,0.422
78541,182,198,16,103,127,24,0.178,0.422
78542,181,197,16,102,126,24,0.178,0.422
78543,181,197,16,100,125,25,0.178,0.422
78545,184,198,14,113,134,21,0.133,0.400
78548,186,201,15,107,130,23,0.133,0.400
78549,181,197,16,103,127,24,0.178,0.422
78550,174,190,16,96,122,26,0.156,0.406
78552,176,192,16,97,122,25,0.156,0.406
78557,181,197,16,100,124,24,0.178,0.422
78558,181,197,16,101,126,25,0.178,0.422
78559,178,194,16,97,123,26,0.156,0.406
78560,186,201,15,107,130,23,0.178,0.422
78561,180,196,16,101,126,25,0.139,0.378
78562,180,196,16,98,124,26,0.178,0.422
78563,183,199,16,104,128,24,0.178,0.422
78564,184,197,13,112,133,21,0.133,0.400
78565,186,201,15,107,130,23,0.178,0.422
78566,172,188,16,93,120,27,0.156,0.406
78567,177,192,15,95,121,26,0.156,0.406
78569,178,194,16,99,124,25,0.139,0.378
78570,180,195,15,98,124,26,0.178,0.422
78572,183,198,15,103,127,24,0.178,0.422
78573,182,198,16,102,126,24,0.178,0.422
78574,183,199,16,104,127,23,0.178,0.422
78575,178,195,17,98,125,27,0.156,0.406
78576,186,201,15,106,130,24,0.178,0.422
78577,180,197,17,100,124,24,0.178,0.422
78578,157,172,15,72,102,30,0.156,0.406
78579,179,195,16,97,122,25,0.178,0.422
78580,178,194,16,98,124,26,0.139,0.378
78582,185,200,15,109,131,22,0.133,0.400
78583,169,185,16,93,119,26,0.156,0.406
78584,186,200,14,111,132,21,0.133,0.400
78585,186,200,14,115,135,20,0.133,0.400
78586,175,191,16,96,122,26,0.156,0.406
78588,182,197,15,102,126,24,0.133,0.400
78589,181,197,16,100,125,25,0.178,0.422
78590,165,182,17,89,115,26,0.139,0.378
78591,180,196,16,100,124,24,0.133,0.400
78592,178,193,15,96,122,26,0.156,0.406
78593,179,195,16,98,124,26,0.156,0.406
78594,179,196,17,99,125,26,0.139,0.378
78595,185,201,16,105,129,24,0.178,0.422
78596,181,197,16,100,125,25,0.178,0.422
78597,151,167,16,52,87,35,0.156,0.406
78598,135,156,21,43,78,35,0.139,0.378
78602,142,158,16,71,96,25,0.161,0.511
78605,122,139,17,44,70,26,0.072,0.133
78606,120,138,18,42,68,26,0.050,0.089
78607,125,142,17,52,77,25,0.039,0.128
78608,122,139,17,48,73,25,0.072,0.133
78609,125,142,17,51,76,25,0.039,0.128
78610,135,151,16,61,86,25,0.106,0.206
78611,118,136,18,40,66,26,0.072,0.133
78612,138,155,17,65,91,26,0.161,0.511
78613,129,146,17,55,81,26,0.078,0.222
78614,144,161,17,67,93,26,0.100,0.250
78615,136,152,16,64,90,26,0.078,0.222
78616,137,154,17,63,89,26,0.083,0.222
78617,137,153,16,64,90,26,0.089,0.222
78618,106,125,19,21,44,23,0.022,0.028
78619,130,146,16,54,79,25,0.106,0.206
78620,127,144,17,50,76,26,0.106,0.206
78621,139,156,17,67,93,26,0.161,0.511
78622,140,157,17,66,91,25,0.083,0.222
78623,125,142,17,47,73,26,0.078,0.172
78624,109,128,19,24,48,24,0.022,0.028
78626,131,147,16,58,83,25,0.078,0.222
78628,127,144,17,53,78,25,0.078,0.222
78629,143,159,16,66,92,26,0.100,0.250
78631,102,122,20,16,38,22,0.022,0.028
78632,139,157,18,63,89,26,0.083,0.222
78633,125,142,17,51,76,25,0.078,0.222
78634,132,149,17,61,86,25,0.078,0.222
78635,114,132,18,33,59,26,0.050,0.089
78636,122,139,17,44,70,26,0.050,0.089
78638,140,156,16,64,89,25,0.072,0.183
78639,129,145,16,58,82,24,0.039,0.128
78640,136,152,16,61,86,25,0.106,0.206
78641,127,144,17,53,78,25,0.078,0.222
78642,124,142,18,50,75,25,0.078,0.222
78643,127,144,17,56,80,24,0.039,0.128
78644,139,155,16,64,90,26,0.083,0.222
78645,131,147,16,57,82,25,0.089,0.222
78648,142,159,17,68,93,25,0.083,0.222
78650,137,154,17,65,92,27,0.161,0.511
78652,135,151,16,61,87,26,0.089,0.222
78653,137,153,16,64,91,27,0.089,0.222
78654,128,145,17,56,80,24,0.072,0.133
78655,139,155,16,63,89,26,0.083,0.222
78656,137,153,16,61,87,26,0.083,0.222
78657,126,143,17,51,76,25,0.039,0.128
78659,139,155,16,67,93,26,0.161,0.511
78660,133,149,16,61,87,26,0.089,0.222
78661,141,158,17,67,92,25,0.083,0.222
78662,137,154,17,63,90,27,0.161,0.511
78663,123,140,17,45,71,26,0.050,0.089
78664,132,148,16,59,85,26,0.078,0.222
78665,132,149,17,60,86,26,0.078,0.222
78666,137,153,16,61,87,26,0.106,0.206
78669,130,147,17,55,81,26,0.089,0.222
78670,140,156,16,64,90,26,0.072,0.183
78671,114,132,18,32,58,26,0.022,0.028
78672,124,142,18,51,76,25,0.039,0.128
78675,111,130,19,29,54,25,0.022,0.028
78676,128,145,17,51,77,26,0.106,0.206
78677,147,164,17,70,96,26,0.100,0.250
78681,131,147,16,58,83,25,0.078,0.222
78701,136,152,16,64,90,26,0.089,0.222
78702,136,152,16,64,89,25,0.089,0.222
78703,136,152,16,64,90,26,0.089,0.222
78704,136,152,16,64,89,25,0.089,0.222
78705,136,152,16,64,89,25,0.089,0.222
78712,136,152,16,64,89,25,0.089,0.222
78717,130,147,17,57,82,25,0.078,0.222
78719,137,153,16,64,90,26,0.089,0.222
78721,136,152,16,63,89,26,0.089,0.222
78722,135,151,16,63,88,25,0.089,0.222
78723,135,151,16,63,88,25,0.089,0.222
78724,137,153,16,64,90,26,0.089,0.222
78725,138,154,16,65,91,26,0.089,0.222
78726,130,146,16,56,81,25,0.089,0.222
78727,132,148,16,59,85,26,0.089,0.222
78728,132,148,16,58,84,26,0.089,0.222
78729,130,147,17,56,82,26,0.078,0.222
78730,133,149,16,60,86,26,0.089,0.222
78731,134,150,16,62,87,25,0.089,0.222
78732,133,149,16,59,84,25,0.089,0.222
78733,133,149,16,59,85,26,0.089,0.222
78734,133,148,15,58,84,26,0.089,0.222
78735,134,150,16,60,86,26,0.089,0.222
78736,131,147,16,55,81,26,0.089,0.222
78737,130,147,17,56,81,25,0.106,0.206
78738,131,148,17,56,81,25,0.089,0.222
78739,134,150,16,60,86,26,0.089,0.222
78741,137,153,16,65,91,26,0.089,0.222
78742,137,153,16,65,91,26,0.089,0.222
78744,137,153,16,66,91,25,0.089,0.222
78745,135,151,16,63,88,25,0.089,0.222
78746,135,151,16,63,88,25,0.089,0.222
78747,137,152,15,64,89,25,0.089,0.222
78748,136,152,16,63,88,25,0.089,0.222
78749,134,150,16,60,86,26,0.089,0.222
78750,131,147,16,57,82,25,0.089,0.222
78751,135,151,16,62,88,26,0.089,0.222
78752,133,149,16,60,85,25,0.089,0.222
78753,133,150,17,61,86,25,0.089,0.222
78754,134,150,16,61,87,26,0.089,0.222
78756,134,150,16,61,87,26,0.089,0.222
78757,133,149,16,60,86,26,0.089,0.222
78758,133,149,16,60,85,25,0.089,0.222
78759,132,148,16,59,84,25,0.089,0.222
78801,144,161,17,70,94,24,0.217,0.283
78802,149,166,17,78,100,22,0.217,0.283
78827,169,184,15,100,120,20,0.139,0.228
78828,109,128,19,22,46,24,0.039,0.078
78829,156,172,16,84,106,22,0.217,0.283
78830,168,183,15,98,119,21,0.139,0.228
78832,139,156,17,61,87,26,0.178,0.250
78833,114,133,19,28,54,26,0.039,0.078
78834,164,179,15,94,115,21,0.139,0.228
78836,175,189,14,105,126,21,0.139,0.228
78837,132,149,17,55,79,24,0.050,0.139
78838,126,145,19,45,72,27,0.217,0.283
78839,162,178,16,90,112,22,0.217,0.283
78840,140,157,17,64,88,24,0.050,0.139
78843,141,158,17,65,89,24,0.050,0.139
78850,141,159,18,62,89,27,0.156,0.156
78851,124,141,17,40,66,26,0.011,0.028
78852,158,173,15,91,111,20,0.178,0.250
78860,162,177,15,93,113,20,0.178,0.250
78861,140,157,17,61,87,26,0.156,0.156
78870,145,162,17,70,95,25,0.217,0.283
78871,130,146,16,51,76,25,0.050,0.139
78872,155,171,16,84,106,22,0.217,0.283
78873,111,130,19,24,48,24,0.039,0.078
78877,155,170,15,86,107,21,0.178,0.250
78879,118,137,19,32,59,27,0.039,0.078
78880,107,127,20,21,44,23,0.039,0.089
78881,138,156,18,60,86,26,0.217,0.283
78883,113,133,20,27,52,25,0.022,0.056
78884,118,137,19,33,60,27,0.022,0.056
78885,105,125,20,17,40,23,0.022,0.056
78886,152,168,16,78,102,24,0.156,0.156
78931,143,160,17,73,100,27,0.356,1.139
78932,140,157,17,70,96,26,0.178,0.511
78933,150,166,16,78,105,27,0.356,1.139
78934,153,169,16,82,108,26,0.339,1.122
78935,153,169,16,82,108,26,0.339,1.122
78938,146,163,17,73,99,26,0.178,0.511
78940,144,160,16,72,98,26,0.178,0.511
78941,140,158,18,63,91,28,0.178,0.511
78942,139,156,17,67,93,26,0.178,0.511
78943,153,170,17,83,108,25,0.339,1.122
78944,144,160,16,73,99,26,0.356,1.139
78945,144,161,17,71,97,26,0.178,0.511
78946,140,156,16,69,95,26,0.178,0.511
78947,133,151,18,60,88,28,0.178,0.511
78948,136,153,17,63,90,27,0.178,0.511
78949,142,159,17,68,94,26,0.178,0.511
78950,145,162,17,74,100,26,0.356,1.139
78951,149,166,17,73,100,27,0.339,1.122
78953,139,156,17,64,91,27,0.161,0.511
78954,142,159,17,71,97,26,0.178,0.511
78956,144,161,17,69,96,27,0.178,0.511
78957,143,159,16,71,97,26,0.161,0.511
78959,142,159,17,65,92,27,0.100,0.250
78962,146,163,17,72,99,27,0.339,1.122
78963,143,160,17,70,96,26,0.178,0.511
79001,53,74,21,2,7,5,0.006,0.017
79003,78,95,17,15,31,16,0.028,0.144
79005,75,90,15,14,29,15,0.017,0.061
79007,71,88,17,7,18,11,0.028,0.022
79009,57,78,21,1,6,5,0.006,0.006
79010,70,88,18,5,16,11,0.006,0.017
79011,78,95,17,15,31,16,0.028,0.144
79012,56,76,20,2,8,6,0.006,0.011
79013,67,84,17,5,15,10,0.000,0.011
79014,79,95,16,17,33,16,0.017,0.067
79015,69,88,19,5,14,9,0.006,0.017
79016,70,90,20,5,15,10,0.006,0.017
79018,60,79,19,3,10,7,0.000,0.011
79019,61,80,19,4,13,9,0.028,0.083
79021,67,87,20,3,11,8,0.006,0.028
79022,52,71,19,1,6,5,0.000,0.006
79024,74,89,15,14,29,15,0.017,0.061
79025,58,78,20,2,8,6,0.006,0.017
79027,55,77,22,2,7,5,0.000,0.006
79029,62,80,18,4,13,9,0.000,0.011
79031,60,81,21,2,8,6,0.000,0.028
79032,64,84,20,3,11,8,0.006,0.028
79033,72,88,16,10,24,14,0.028,0.044
79034,74,90,16,15,30,15,0.017,0.061
79035,51,73,22,1,5,4,0.006,0.006
79036,69,87,18,6,17,11,0.028,0.022
79039,67,85,18,6,17,11,0.017,0.017
79040,73,89,16,9,22,13,0.028,0.017
79041,68,88,20,4,13,9,0.006,0.028
79042,61,81,20,3,10,7,0.000,0.017
79043,55,77,22,2,7,5,0.000,0.006
79044,53,72,19,1,7,6,0.000,0.006
79045,57,78,21,2,8,6,0.006,0.017
79046,76,91,15,16,32,16,0.017,0.061
79051,57,75,18,2,9,7,0.000,0.006
79052,66,85,19,4,12,8,0.000,0.017
79053,59,80,21,2,7,5,0.006,0.006
79054,75,92,17,10,25,15,0.017,0.039
79056,81,96,15,22,39,17,0.017,0.061
79057,76,94,18,12,26,14,0.017,0.039
79058,68,85,17,5,16,11,0.006,0.011
79059,73,90,17,11,25,14,0.028,0.061
79061,78,95,17,15,31,16,0.028,0.144
79062,74,90,16,9,22,13,0.028,0.022
79063,55,77,22,2,8,6,0.000,0.006
79064,57,79,22,2,7,5,0.000,0.028
79065,64,82,18,6,16,10,0.017,0.039
79068,66,84,18,5,15,10,0.017,0.017
79070,70,86,16,10,23,13,0.028,0.044
79072,69,88,19,5,15,10,0.006,0.028
79078,74,92,18,8,21,13,0.028,0.022
79079,86,102,16,22,41,19,0.028,0.144
79080,71,89,18,8,21,13,0.028,0.022
79081,79,95,16,14,30,16,0.028,0.017
79082,56,78,22,2,7,5,0.000,0.028
79083,72,89,17,7,19,12,0.028,0.022
79084,60,77,17,3,11,8,0.000,0.011
79085,55,76,21,1,7,6,0.000,0.006
79086,72,89,17,7,19,12,0.000,0.011
79087,40,60,20,0,2,2,0.000,0.006
79088,64,84,20,4,12,8,0.000,0.017
79091,61,81,20,2,9,7,0.006,0.017
79092,46,68,22,1,5,4,0.006,0.017
79093,76,92,16,12,27,15,0.028,0.044
79094,73,91,18,8,20,12,0.028,0.083
79095,102,119,17,39,61,22,0.056,0.217
79096,81,98,17,18,35,17,0.028,0.144
79097,68,85,17,6,17,11,0.017,0.017
79098,52,73,21,1,6,5,0.006,0.017
79101,57,77,20,2,9,7,0.006,0.011
79102,57,77,20,2,9,7,0.006,0.011
79103,59,78,19,2,10,8,0.006,0.011
79104,57,77,20,2,9,7,0.006,0.011
79105,73,90,17,7,19,12,0.006,0.011
79106,58,78,20,2,9,7,0.006,0.011
79107,57,77,20,2,9,7,0.006,0.011
79108,60,79,19,3,10,7,0.006,0.011
79109,60,80,20,3,10,7,0.006,0.017
79110,60,80,20,3,10,7,0.006,0.017
79111,59,78,19,3,10,7,0.006,0.011
79118,62,82,20,3,11,8,0.006,0.017
79119,62,82,20,3,11,8,0.006,0.017
79121,60,80,20,2,10,8,0.006,0.017
79124,59,79,20,2,10,8,0.006,0.011
79201,102,119,17,39,60,21,0.033,0.217
79220,90,108,18,19,39,20,0.006,0.044
79225,109,125,16,52,73,21,0.039,0.267
79226,82,99,17,17,34,17,0.039,0.156
79227,112,128,16,56,75,19,0.067,0.267
79229,96,114,18,26,47,21,0.006,0.044
79230,106,122,16,46,67,21,0.056,0.217
79231,76,94,18,8,21,13,0.006,0.056
79233,102,119,17,38,60,22,0.017,0.156
79234,93,111,18,24,44,20,0.022,0.094
79235,74,93,19,7,20,13,0.006,0.056
79236,109,126,17,45,67,22,0.011,0.144
79237,88,104,16,22,41,19,0.039,0.156
79239,99,116,17,35,57,22,0.017,0.156
79240,85,102,17,20,38,18,0.039,0.156
79241,71,90,19,6,17,11,0.006,0.056
79243,80,98,18,10,26,16,0.006,0.044
79244,90,108,18,21,41,20,0.022,0.094
79245,100,116,16,37,58,21,0.017,0.156
79247,107,123,16,50,70,20,0.150,0.289
79248,106,123,17,43,64,21,0.039,0.189
79250,73,92,19,5,17,12,0.006,0.028
79251,94,110,16,29,49,20,0.056,0.217
79252,107,123,16,49,69,20,0.039,0.267
79255,86,103,17,16,34,18,0.022,0.156
79256,92,110,18,22,43,21,0.022,0.094
79257,66,86,20,4,14,10,0.022,0.156
79258,71,90,19,6,17,11,0.006,0.056
79259,101,118,17,36,58,22,0.017,0.156
79261,97,115,18,29,51,22,0.017,0.156
79311,72,92,20,5,14,9,0.006,0.028
79312,64,85,21,3,9,6,0.000,0.028
79313,72,92,20,4,13,9,0.000,0.006
79314,65,86,21,2,8,6,0.000,0.000
79316,79,98,19,5,16,11,0.017,0.017
79322,79,98,19,9,24,15,0.006,0.028
79323,77,98,21,4,13,9,0.000,0.006
79324,68,88,20,3,11,8,0.000,0.000
79325,59,80,21,2,7,5,0.006,0.006
79326,62,83,21,2,9,7,0.000,0.028
79329,78,97,19,6,19,13,0.000,0.011
79330,95,113,18,21,43,22,0.017,0.044
79331,91,110,19,11,29,18,0.017,0.017
79336,74,94,20,4,14,10,0.000,0.006
79339,68,88,20,3,11,8,0.000,0.028
79342,85,104,19,7,21,14,0.000,0.006
79343,77,96,19,6,19,13,0.006,0.028
79344,65,86,21,3,9,6,0.000,0.000
79345,76,96,20,5,15,10,0.017,0.017
79346,67,87,20,3,9,6,0.000,0.000
79347,64,84,20,2,9,7,0.000,0.000
79350,76,95,19,5,16,11,0.000,0.011
79351,86,104,18,9,25,16,0.017,0.017
79353,69,89,20,3,10,7,0.000,0.006
79355,73,93,20,4,12,8,0.000,0.006
79356,90,108,18,15,34,19,0.017,0.044
79357,77,96,19,7,21,14,0.006,0.028
79358,76,96,20,5,15,10,0.000,0.006
79359,83,103,20,6,19,13,0.000,0.006
79360,89,109,20,9,25,16,0.000,0.006
79363,76,95,19,5,16,11,0.000,0.011
79364,80,99,19,7,20,13,0.000,0.011
79366,80,99,19,7,21,14,0.000,0.011
79367,75,94,19,5,15,10,0.000,0.006
79369,67,87,20,3,11,8,0.000,0.028
79370,96,114,18,24,45,21,0.006,0.044
79371,65,85,20,2,9,7,0.000,0.028
79372,73,94,21,4,13,9,0.000,0.006
79373,80,99,19,7,20,13,0.017,0.017
79376,75,95,20,4,13,9,0.017,0.017
79377,85,103,18,8,22,14,0.017,0.017
79378,80,100,20,6,17,11,0.017,0.017
79379,70,90,20,3,11,8,0.000,0.000
79380,72,92,20,4,12,8,0.000,0.006
79381,78,97,19,6,18,12,0.017,0.017
79382,76,95,19,5,16,11,0.000,0.011
79401,79,97,18,6,19,13,0.000,0.011
79403,79,98,19,6,19,13,0.000,0.011
79404,79,98,19,6,19,13,0.000,0.011
79406,78,97,19,6,18,12,0.000,0.011
79407,76,96,20,5,16,11,0.000,0.011
79410,78,97,19,6,18,12,0.000,0.011
79411,78,97,19,6,18,12,0.000,0.011
79412,78,97,19,6,18,12,0.000,0.011
79413,77,97,20,6,17,11,0.000,0.011
79414,77,96,19,5,17,12,0.000,0.011
79415,78,97,19,6,18,12,0.000,0.011
79416,77,96,19,5,17,12,0.000,0.011
79423,77,96,19,5,17,12,0.000,0.011
79424,76,96,20,5,16,11,0.000,0.011
79501,112,130,18,42,66,24,0.028,0.156
79502,110,127,17,44,67,23,0.056,0.178
79503,115,132,17,51,73,22,0.028,0.156
79504,107,126,19,34,58,24,0.072,0.117
79505,114,131,17,55,75,20,0.017,0.183
79506,106,125,19,29,53,24,0.022,0.056
79508,102,121,19,25,49,24,0.039,0.106
79510,102,121,19,25,49,24,0.072,0.117
79511,101,120,19,21,43,22,0.011,0.050
79512,103,122,19,27,50,23,0.022,0.056
79517,94,113,19,17,37,20,0.006,0.044
79518,99,117,18,29,52,23,0.022,0.067
79519,105,124,19,27,51,24,0.056,0.100
79520,112,130,18,45,68,23,0.028,0.156
79521,113,130,17,50,73,23,0.056,0.189
79525,111,128,17,40,64,24,0.028,0.156
79526,100,119,19,23,46,23,0.006,0.044
79527,101,120,19,24,48,24,0.006,0.044
79528,100,118,18,31,53,22,0.022,0.067
79529,114,131,17,52,74,22,0.017,0.183
79530,107,126,19,30,55,25,0.039,0.106
79532,100,119,19,22,45,23,0.022,0.056
79533,113,130,17,46,70,24,0.028,0.156
79534,110,128,18,40,64,24,0.011,0.100
79535,99,117,18,19,42,23,0.022,0.050
79536,107,125,18,33,57,24,0.039,0.106
79537,98,117,19,19,41,22,0.022,0.050
79538,102,122,20,24,48,24,0.056,0.100
79539,113,130,17,51,73,22,0.056,0.189
79540,113,129,16,48,71,23,0.056,0.178
79541,105,125,20,28,52,24,0.039,0.106
79543,109,128,19,37,61,24,0.011,0.100
79544,113,129,16,49,71,22,0.056,0.189
79545,96,116,20,18,39,21,0.022,0.050
